event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,chronology,chronology_type,PresentMentioned,character_id,given_names,gender_character,family_name_character,aka,book_id,title_of_book,title_of_chapter,author_s,family_name_author,given_name_s,gender_author,birth_date,text_id,place_textual,text_place_name,text,place_modality,place_mapped,ontology,place_name,location_mappable,locational_certainty,additional_equivalent_names
1637,175,176,5,"After a long period of silence, he asked",Third-person,118,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1637,175,176,5,"After a long period of silence, he asked",Third-person,118,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1636,175,175,4,"At first, Akhtar was frightened by",Third-person,117,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1636,175,175,4,"At first, Akhtar was frightened by",Third-person,117,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1635,175,175,3,The moon was shining brightly,Third-person,116,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1635,175,175,3,The moon was shining brightly,Third-person,116,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1634,175,175,2,"Parmeshwar Singh stopped, opened the",Third-person,115,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1634,175,175,2,"Parmeshwar Singh stopped, opened the",Third-person,115,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1633,175,175,1,Parmeshwar Singh wept silently. He,Third-person,114,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1633,175,175,1,Parmeshwar Singh wept silently. He,Third-person,114,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1632,174,174,2,"""No, my son, I will certainly take you...""",Third-person,113,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1632,174,174,2,"""No, my son, I will certainly take you...""",Third-person,113,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1631,174,174,1,"Later, he took Akhtar by the hand",Third-person,112,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1631,174,174,1,"Later, he took Akhtar by the hand",Third-person,112,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1629,173,173,5,He was scratching his beard and looking,Third-person,110,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1629,173,173,5,He was scratching his beard and looking,Third-person,110,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1629,173,173,5,He was scratching his beard and looking,Third-person,110,Sequential,Present,1226,Little Boy,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1629,173,173,5,He was scratching his beard and looking,Third-person,110,Sequential,Present,1229,Boy's Sister,Female,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1629,173,173,5,He was scratching his beard and looking,Third-person,110,Sequential,Present,1227,Boy's Mother,Female,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1628,173,173,4,He left the village and went back,Third-person,109,Sequential,Present,1224,Gyan Singh,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1628,173,173,4,He left the village and went back,Third-person,109,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1628,173,173,4,He left the village and went back,Third-person,109,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1627,173,173,3,"Soon after the truck left, it was the granthi",Third-person,108,Sequential,Present,1218,Sardar Santo Singh,Male,NA,The Village Granthi,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1627,173,173,3,"Soon after the truck left, it was the granthi",Third-person,108,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1627,173,173,3,"Soon after the truck left, it was the granthi",Third-person,108,Sequential,Present,1220,Parmeshwar Singh's Neighbours,Unknown,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1626,173,173,2,"After the speech, the crowd dispersed",Third-person,107,Sequential,Present,1218,Sardar Santo Singh,Male,NA,The Village Granthi,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1626,173,173,2,"After the speech, the crowd dispersed",Third-person,107,Sequential,Present,1225,Army Officer,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1626,173,173,2,"After the speech, the crowd dispersed",Third-person,107,Sequential,Present,1220,Parmeshwar Singh's Neighbours,Unknown,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1625,173,173,1,The army officer then addressed the,Third-person,106,Sequential,Present,1225,Army Officer,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1625,173,173,1,The army officer then addressed the,Third-person,106,Sequential,Present,1218,Sardar Santo Singh,Male,NA,The Village Granthi,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1625,173,173,1,The army officer then addressed the,Third-person,106,Sequential,Present,1220,Parmeshwar Singh's Neighbours,Unknown,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1245,The Village,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1624,172,173,7,The army trucks stopped in the,Third-person,105,Sequential,Present,1223,Army Convoy,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1624,172,173,7,The army trucks stopped in the,Third-person,105,Sequential,Present,1225,Army Officer,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1623,172,172,6,The cloud of dust was rapidly,Third-person,104,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1623,172,172,6,The cloud of dust was rapidly,Third-person,104,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1623,172,172,6,The cloud of dust was rapidly,Third-person,104,Sequential,Present,1213,Amar Kaur,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1623,172,172,6,The cloud of dust was rapidly,Third-person,104,Sequential,Present,1218,Sardar Santo Singh,Male,NA,The Village Granthi,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1622,172,172,5,Then Parmeshwar Singh asked Akhtar for,Third-person,103,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1622,172,172,5,Then Parmeshwar Singh asked Akhtar for,Third-person,103,Sequential,Present,1224,Gyan Singh,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1622,172,172,5,Then Parmeshwar Singh asked Akhtar for,Third-person,103,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1621,172,172,4,"""Come Kartarey. Sit with me and...""",Third-person,102,Sequential,Present,1224,Gyan Singh,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1621,172,172,4,"""Come Kartarey. Sit with me and...""",Third-person,102,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1621,172,172,4,"""Come Kartarey. Sit with me and...""",Third-person,102,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1620,172,172,3,"""Gyaney, O Gyan Singh,"" he shouted.",Third-person,101,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1620,172,172,3,"""Gyaney, O Gyan Singh,"" he shouted.",Third-person,101,Sequential,Present,1224,Gyan Singh,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1620,172,172,3,"""Gyaney, O Gyan Singh,"" he shouted.",Third-person,101,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1619,172,172,2,"At that very moment, Parmeshwar Singh",Third-person,100,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1619,172,172,2,"At that very moment, Parmeshwar Singh",Third-person,100,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1617,171,172,6,Akhtar couldn't make up his mind,Third-person,98,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1617,171,172,6,Akhtar couldn't make up his mind,Third-person,98,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1616,171,171,5,All the boys pounced on Akhtar,Third-person,97,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1616,171,171,5,All the boys pounced on Akhtar,Third-person,97,Sequential,Present,1222,Children Playing Kabbadi,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1614,171,171,4,"Far away, in Gyan Singh's sugar-cane fields",Third-person,95,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1614,171,171,4,"Far away, in Gyan Singh's sugar-cane fields",Third-person,95,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1614,171,171,4,"Far away, in Gyan Singh's sugar-cane fields",Third-person,95,Sequential,Present,1222,Children Playing Kabbadi,Male,NA,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1613,171,171,3,Parmeshwar Singh ran out of the,First-person,94,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1247,The Village: Sugar-Cane Fields,1202,Public,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1612,171,171,2,"One day, Parmeshwar Singh came home",Third-person,93,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1612,171,171,2,"One day, Parmeshwar Singh came home",Third-person,93,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1611,171,171,1,Soon Akhtar's hair grew quite long.,Third-person,92,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1611,171,171,1,Soon Akhtar's hair grew quite long.,Third-person,92,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1611,171,171,1,Soon Akhtar's hair grew quite long.,Third-person,92,Sequential,Present,1213,Amar Kaur,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1610,170,170,6,After sometime he began to snore,Third-person,91,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1610,170,170,6,After sometime he began to snore,Third-person,91,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1610,170,170,6,After sometime he began to snore,Third-person,91,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1610,170,170,6,After sometime he began to snore,Third-person,91,Sequential,Present,1213,Amar Kaur,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1609,170,170,5,He persuaded Akhar to lie down,Third-person,90,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1609,170,170,5,He persuaded Akhar to lie down,Third-person,90,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1608,170,170,4,"Parmeshwar Singh asked Akhtar, ""Couldn't you...""",Third-person,89,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1608,170,170,4,"Parmeshwar Singh asked Akhtar, ""Couldn't you...""",Third-person,89,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1608,170,170,4,"Parmeshwar Singh asked Akhtar, ""Couldn't you...""",Third-person,89,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1608,170,170,4,"Parmeshwar Singh asked Akhtar, ""Couldn't you...""",Third-person,89,Sequential,Present,1213,Amar Kaur,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1607,170,170,3,This time Amar Kaur had difficulty,Third-person,88,Sequential,Present,1213,Amar Kaur,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1607,170,170,3,This time Amar Kaur had difficulty,Third-person,88,Sequential,Present,1208,Parmeshwar Singh,Male,Singh,Parmo,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1607,170,170,3,This time Amar Kaur had difficulty,Third-person,88,Sequential,Present,1203,Akhtar,Male,Unnamed,Kartarey,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
1607,170,170,3,This time Amar Kaur had difficulty,Third-person,88,Sequential,Present,1209,Parmeshwar Singh's Wife,Female,Singh,NA,35,Stories about the Partition of India,Parmeshwar Singh,1200,Qasmi,Ahmad Nadeem,Male,1916-11-2019161120,1202,1240,Parmeshwar Singh's House,1202,Private,250,Invented,Amritsar,pointPOINT(74.872264 31.633979),1. High confidence,NA
